"name","country","ico_start","ico_end","price_usd","soft_cap_usd","hard_cap_usd","distributed_in_ico","token_for_sale","whitelist","kyc","bonus","restricted_areas","bounty","mvp","pre_ico_start","pre_ico_end","pre_ico_price_usd","platform","accepting","link_provided"
"DenchMusic","Netherlands","2018-12-01","2018-12-15","0.0857","568182","39772740","0.85","4.25E8","Yes","Yes","Available","USA","Available","Available","2018-11-21","2018-11-30","0.036214856","Ethereum","ETH","Yes"
"Eristica","Singapore","2017-12-07","2018-02-07","0.02","1000000","10000000","0.68","1.56905453E8","No","Yes","Unavailable","USA, China, Canada","Unavailable","Unavailable","2017-09-01","2017-10-01","0.02","Ethereum","BTC/ETH/LTC/BCH","Yes"
"Lunch Money","USA","2018-08-05","2018-09-05","1.0","1000000","40000000","0.16","4.0E7","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2018-07-05","2018-08-05","0.8","Ethereum","ETH","Yes"
"Okschain","Estonia","2019-12-26","2020-02-12","0.001","4725000","12090000","0.78","1.209E10","No","Yes","Unavailable","USA","Available","Available","2019-11-25","2019-12-25","0.001","Ethereum","ETH, BTC, USDT, USD, EUR","Yes"
"Shard","UK","2018-03-26","2018-04-23","0.6113","963821","8031849","0.8","2.0E7","No","No","Unavailable","None","Available","Unavailable","2018-03-17","2018-03-24","0.26533391616","Scrypt","BTC, ETH, LTC, XRP","Yes"
"Bow","France","2019-09-15","2019-11-15","0.3","3000000","6000000","0.7","2.5E7","Yes","Yes","Unavailable","North Korea, Singapore","Unavailable","Unavailable","2019-05-15","2019-06-15","0.32","Ethereum","ETH","Yes"
"IQeon","Estonia","2018-01-30","2018-03-13","2.15","1381654","13125713","0.7","7000000.0","No","No","Unavailable","USA, Singapore","Available","Unavailable","2017-12-16","2017-12-25","0.994584262857143","Ethereum","ETH, BTC, LTC","Yes"
"TrustBar","South Africa","2018-10-01","2018-10-31","0.33","10000000","35000000","0.6","6.48E7","Yes","Yes","Unavailable","None","Available","Unavailable","2018-08-31","2018-09-30","0.33","NEO","BTC, NEO","Yes"
"DatEat","Singapore","2018-06-05","2018-09-25","0.15","3000000","23000000","0.4","2.0E8","No","Yes","Unavailable","USA","Unavailable","Unavailable","2018-05-09","2018-05-29","0.09","Ethereum","ETH","Yes"
"Dream Real","British Virgin Islands","2019-04-08","2019-08-09","0.016","48412","26311113","0.5","7.5E8","Yes","Yes","Unavailable","USA, South Korea, Singapore","Available","Available","2018-07-09","2019-03-31","0.0397076111831","Ethereum","ETH, BTC","Yes"
"Gagapay Network","UK","2018-04-30","2018-07-15","0.05","1000000","34500000","0.69","6.9E8","Yes","Yes","Unavailable","USA, South Africa","Available","Unavailable","2018-04-23","2018-04-24","0.03","NEO","NEO, BTC, LTC, ETH, DASH, GAS","Yes"
"JoyToken","UK","2018-03-20","2018-04-21","0.14","1000000","46340000","0.5","7.0E8","Yes","Yes","Unavailable","China, USA","Available","Unavailable","2017-12-01","2018-03-19","0.1","Ethereum","ETH, BTC","Yes"
"UHIVE","UK","2019-01-30","2019-08-19","0.003","10000000","54000000","0.5","4.0E10","No","No","Unavailable","None","Available","Unavailable","2018-04-11","2018-05-30","0.0015","Ethereum","ETH, BTC, Fiat, Android Play Store, Paypal","Yes"
"Box2Table","Bulgaria","2018-08-08","2018-10-08","0.0523","5000000","41000000","0.76","3.8E8","No","Yes","Unavailable","USA","Available","Unavailable","2018-05-11","2018-06-15","0.08","Ethereum","ETH","Yes"
"FIXY NETWORK","Hong Kong","2018-05-16","2018-05-31","0.114","1155290","6585153","0.68","6.8E7","No","No","Unavailable","None","Unavailable","Unavailable","2018-05-01","2018-05-09","0.096326655568","Ethereum","ETH","Yes"
"Inflr","Cayman Islands","2018-12-10","2019-02-11","0.0218","242596","3056719","0.35","1.4E8","Yes","Yes","Unavailable","None","Available","Available","2018-08-20","2018-11-30","0.02829285625","Ethereum","ETH, BTC, BCH, LTC, Fiat","Yes"
"Nauticus","Australia","2018-05-19","2018-07-18","0.0741","8000000","88000000","0.8","2.0E9","Yes","No","Unavailable","None","Available","Available","2018-03-18","2018-03-30","0.08223679688","Ethereum","BTC, ETH, BCH, Fiat","Yes"
"TheFaustFlick","Venezuela","2019-05-01","2019-12-31","0.9571","1425719","2592217","0.5","500000.0","No","Yes","Unavailable","U.S residents need to check SEC regulation before investing","Unavailable","Unavailable","2019-03-01","2019-04-30","0.682218095","Ethereum","ETH","Yes"
"Ccecoin","Hong Kong","2018-11-01","2018-11-30","0.0592","3000000","10000000","0.1","1.0E8","No","Yes","Unavailable","None","Available","Unavailable","2018-10-01","2018-10-31","0.0692304015","Ethereum","ETH","Yes"
"Digital Telecom","Netherlands","2020-01-03","2020-04-30","0.1601184772386","250000","3000000","0.75","1000000.0","No","Yes","Unavailable","None","Unavailable","Unavailable","2019-11-15","2019-12-31","0.1388440722738","Separate Blockchain","TRX, BTC, USD, EUR","Yes"
"ETHernitymining","South Africa","2018-06-16","2018-07-31","0.2","2500000","21000000","0.8","1.2E8","No","No","Unavailable","None","Available","Unavailable","2018-05-16","2018-06-15","0.15","Ethereum","ETH","Yes"
"Enkidu","Singapore","2018-06-15","2018-08-15","0.045","5000000","30000000","0.52","7.8E8","Yes","Yes","Unavailable","USA, China, India","Unavailable","Available","2018-03-12","2018-03-26","0.037","Ethereum","ETH, BTC","Yes"
"Eticket4","British Virgin Islands","2018-03-05","2018-04-06","0.384","37028","5109933","0.46","1.38E7","Yes","Yes","Unavailable","None","Available","Unavailable","2018-01-30","2018-02-12","1.071130005","Ethereum","ETH, BTC","Yes"
"Fondocoin","UK","2018-07-24","2018-08-22","0.2","5000000","34000000","0.5","1.0E8","No","Yes","Unavailable","USA","Unavailable","Unavailable","2018-06-08","2018-07-23","0.2","Ethereum","BTC, ETH","Yes"
"Productivist","United Arab Emirates","2018-05-16","2018-10-01","0.1182","2321074","23210740","0.617","6.17E7","Yes","Yes","Unavailable","USA","Available","Available","2018-05-01","2018-05-15","0.078527995","Ethereum","ETH, BTC, DOGE, DASH, LTC","Yes"
"Quant Network","Switzerland","2018-04-02","2018-04-30","1.58","4354506","38185668","0.6819","3.1E7","Yes","Yes","Unavailable","USA, China, North Korea, Syria, Iran, Cuba, Crimea Region","Unavailable","Unavailable","2018-03-19","2018-04-01","0.81037265356623","Ethereum","ETH","Yes"
"RankingBall","Singapore","2018-06-11","2018-07-01","0.009","3000000","30000000","0.2","2.0E9","No","Yes","Unavailable","Singapore","Available","Available","2018-03-26","2018-05-18","0.00979901978","Ethereum","ETH","Yes"
"GlobeCas","Switzerland","2018-09-11","2018-10-24","0.0056","5000000","50000000","0.45","9.0E9","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-07-03","2018-08-15","0.004572473708","Ethereum","ETH, BTC, LTC, Fiat","Yes"
"ParamountDax","UK","2019-06-24","2019-09-23","0.15","1750000","9310000","0.65","6.5E7","No","Yes","Unavailable","USA","Unavailable","Available","2019-05-18","2019-06-23","0.15","Ethereum","ETH, BTC, DASH, LTC, Fiat","Yes"
"ZooomEx","Russia","2019-08-19","2019-08-31","0.03","400000","1200000","0.5","5.0E7","No","No","Unavailable","No","Available","Available","2019-06-24","2019-07-01","0.023","Ethereum","ETH","Yes"
"AIREN","Mexico","2018-04-22","2018-05-18","0.15","7000000","19000000","0.5","4.5E7","No","Yes","Unavailable","USA","Unavailable","Unavailable","2018-04-02","2018-04-15","0.0870326549549549","Ethereum","ETH , BTC","Yes"
"PlayerWonCoin","Anguilla","2020-01-01","2020-02-28","0.1","2500000","25000000","0.3","1.0E9","No","No","Unavailable","None","Unavailable","Available","2019-07-01","2019-07-31","0.05","Ethereum","BTC, ETH, USD","Yes"
"Sparkle","Canada","2019-01-11","2019-02-28","0.2393","0","9563348","0.6","1.9698E7","No","Yes","Unavailable","USA, Canada","Available","Available","2019-01-10","2019-01-20","0.3215629575","Ethereum","BTC, ETH, LTC","Yes"
"Trends Project","Hong Kong","2018-08-15","2018-10-03","0.25","5000000","20000000","0.85","8.5E7","Yes","Yes","Unavailable","USA","Available","Unavailable","2018-07-01","2018-07-31","0.1875","Ethereum","ETH, BTC","Yes"
"VOSAI","USA","2019-08-25","2019-12-20","0.75","15000000","100000000","0.15","2.15E8","Yes","Yes","Unavailable","None","Unavailable","Unavailable","2018-07-04","2019-01-01","0.75","Ethereum","ETH, BTC, Fiat","Yes"
"Attrace","Netherlands","2018-07-12","2018-09-06","0.017","2000000","5929302","0.5","5.0E8","No","Yes","Available","USA, China","Available","Available","2018-06-21","2018-07-05","0.025","Custom","ETH, BTC, Fiat","Yes"
"DADI","UK","2018-01-29","2018-01-29","0.5","1000000","28750000","0.65","1.0E8","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2018-01-22","2018-01-29","0.4","Ethereum",,"Yes"
"Lucre Global","USA","2018-10-01","2018-12-31","0.25","4000000","40000000","0.72","2.59E8","No","Yes","Available","USA","Available","Available","2018-09-01","2018-09-30","0.1","Ethereum","BTC, ETH, Fiat","Yes"
"UCOIN","British Virgin Islands","2020-07-01","2021-06-30","1.0","25000000","50000000","0.1","5.0E8","No","Yes","Available","USA, China, Singapore","Unavailable","Available","2020-07-01","2021-06-30","1.0","Ethereum","ETH, BTC, Fiat","Yes"
"theCryptoWatch","Russia","2019-09-20","2019-11-20","0.0957","35139","1054190","0.75","2.0E7","No","No","Unavailable","None","Unavailable","Unavailable","2019-06-01","2019-09-20","0.1061565064","Ethereum","ETH, BTC, BCH, LTC","Yes"
"Bucky","Seychelles","2018-10-29","2018-12-31","0.25","385400000","554600000","0.41","3.854E8","No","Yes","Unavailable","None","Unavailable","Unavailable","2018-08-29","2018-10-28","0.15","Ethereum","ETH","Yes"
"SmartGold","Tanzania","2018-01-25","2018-04-25","20.0","7000000","14200000","0.8","800000.0","No","No","Unavailable","USA","Unavailable","Unavailable","2017-12-10","2017-12-30","15.0","UNIVERSA","BTC, ETH, LTC, DASH","Yes"
"EiraCube","Spain","2018-05-01","2018-06-01","0.0224537658666667","3000000","25000000","0.5","7.5E8","No","No","Unavailable","None","Unavailable","Unavailable","2018-04-01","2018-05-01","0.0224313121008","Ethereum","ETH, BTC, Fiat","Yes"
"Luxure Global Citizen","UK","2018-05-23","2018-06-24","9.52","15000000","250000000","0.5","6.0E8","Yes","Yes","Unavailable","USA, China, Singapore","Unavailable","Unavailable","2018-04-23","2018-05-22","1.5","Ethereum","Fiat","Yes"
"RxEAL","Seychelles","2018-03-12","2018-05-11","0.594","203875","24176271","0.56","5.376E7","No","Yes","Unavailable","Iran, Cuba, Syria, Sudan North, Crimea, North Korea, Seychelles, Latvia, United States","Unavailable","Unavailable","2018-01-15","2018-02-05","0.538300018333333","Ethereum","ETH","Yes"
"SIX.Network","Thailand","2018-04-03","2018-05-31","0.1","15000000","42905579","0.47450000000000003","4.745E8","Yes","Yes","Unavailable","USA, China, Singapore","Unavailable","Unavailable","2018-04-03","2018-04-20","0.1","Stellar","ETH, XLM","Yes"
"TecraCoin","Poland","2019-01-17","2020-01-16","300000.0","5000000","20000000","0.1","2.1E7","No","No","Unavailable","None","Available","Available","2018-10-01","2019-01-16","0.75","Separate blockchain","BTC, ETH, Fiat","Yes"
"Walkex","Estonia","2019-09-15","2020-01-29","0.0536","1102256","55112800","0.6","8.7E7","No","Yes","Unavailable","United States, Canada, United Kingdom, Australia, France, South Africa , New Zealand, Japan, People's Republic of China, Singapore, South Korea, Israel, North Korea.","Unavailable","Available","2019-07-10","2019-09-30","0.5471355","Waves","BTC, ETH, BCH, LTC, DASH","Yes"
"CompositeCoin","Russia","2018-07-01","2018-08-01","1.0","5000000","10000000","0.7","1.05E7","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2018-05-01","2018-06-01","0.5","Ethereum","ETH","Yes"
"Pink Taxi Token","UK","2018-07-01","2018-12-31","0.1816","10000000","35000000","0.7","3.5E7","Yes","No","Unavailable","None","Available","Available","2018-05-15","2018-06-30","0.11379499825","Ethereum","ETH, BTC, Fiat","Yes"
"Virtual Rehab","Estonia","2019-10-02","2019-10-12","0.1","5000000","20000000","0.6","2.4E8","No","No","Available","None","Available","Available","2018-11-01","2018-11-14","0.1","Ethereum","ETH, BTC","Yes"
"XR Web","Canada","2019-12-15","2020-05-31","0.15","2000000","25000000","0.35","4.55E8","No","Yes","Unavailable","None","Available","Available","2019-11-18","2019-12-18","0.12","Ethereum","ETH, BTC, BCH, USDT, STEEM,, Paypal, All Fiats , Bank Wire","Yes"
"unitalent","Switzerland","2018-10-01","2018-12-31","0.2","25000000","100000000","0.5","1.0E8","Yes","Yes","Unavailable","USA, China","Available","Unavailable","2018-05-01","2018-09-30","0.14","Ethereum","ETH, BTC, Fiat","Yes"
"AIO.Community","Norway","2018-11-01","2018-12-22","0.079","4670379","23351899","0.8","3.5E8","No","No","Unavailable","None","Unavailable","Unavailable","2018-11-01","2018-11-21","0.0546804016","Ethereum","ETH","Yes"
"BETEX","Hong Kong","2018-03-01","2018-04-15","3.0","1000000","9000000","0.3","3000000.0","No","Yes","Unavailable","Iraq, Somalia, Korea, Syria","Unavailable","Unavailable","2017-12-04","2018-01-31","2.0","Ethereum","ETH, BTC","Yes"
"Ledder","Hong Kong","2019-08-01","2020-12-31","0.0181","200000","606000","0.69","3.0E7","No","Yes","Available","Hong Kong","Available","Available","2019-02-20","2019-03-31","0.01","Ethereum","ETH, USD","Yes"
"Skye Properties","USA","2017-12-29","2018-01-21","42.145","62974797","167932792","0.8","4800000.0","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-11-28","2017-12-11","18.91608032","Ethereum","ETH, Fiat","Yes"
"SprintX","Switzerland","2018-05-23","2018-06-21","0.45","9492606","105473400","0.65","2.99E8","No","Yes","Unavailable","USA, Canada, China, Singapore","Available","Available","2018-05-03","2018-05-17","0.45","Ethereum","ETH","Yes"
"Futbol Coin","Panama","2020-07-01","2021-06-30","1.0","500000","20000000","0.3","1.1E7","No","No","Available","Algeria, Bangladesh, Bolivia, China, Ecuador, Egypt, Indonesia, Morrocco, Nepal, North Korea, Pakistan, Qatar","Available","Unavailable","2020-04-01","2020-06-30","0.25","Ethereum","BTC, ETH, USDT, XRP, LTC, BCH, BNB, EOS, XLM, XMR, TRX, ZEC, DASH","Yes"
"Loopex IEO","Georgia","2019-04-30","2019-07-01","0.0065","2600000","2600000","0.4","4.0E9","No","No","Unavailable","Iraq","Unavailable","Available","2019-02-28","2019-03-08","0.005","Ethereum","ETH, BTC","Yes"
"Multiversum","Malta","2018-05-01","2018-06-24","1.0","5000000","35000000","0.76","1.41E8","No","Yes","Unavailable","None","Available","Available","2018-03-01","2018-03-31","1.0","Ethereum","ETH, BTC, LTC, DASH, ETC","Yes"
"Out of the Cloud","USA","2018-09-11","2018-10-19","0.15","10000000","50000000","0.7","7.0E8","No","Yes","Unavailable","None","Available","Available","2018-08-10","2018-09-10","0.1","Ethereum","ETH","Yes"
"Altindex","Cayman Islands","2018-06-22","2018-07-03","1.15","1250000","10800000","0.9","1.08E7","No","Yes","Unavailable","None","Unavailable","Unavailable","2018-06-01","2018-06-22","0.9","Ethereum","ETH","Yes"
"ZoneX eSports Platform","British Virgin Islands","2018-04-16","2018-05-06","0.0779","1000000","5000000","0.75","7.5E7","No","Yes","Unavailable","None","Available","Unavailable","2018-03-19","2018-04-08","27.83630065","Ethereum","ETH, BTC, BCH, LTC, XMR, DASH, ZEC, XRP, Fiat","Yes"
"ySign","Malta","2018-04-19","2018-05-04","0.6684","2000000","15000000","0.77","8.0E7","No","No","Unavailable","USA, China","Available","Unavailable","2018-03-21","2018-04-18","0.1011117591","Ethereum","ETH, XEM","Yes"
"Bitlumens","Switzerland","2018-08-26","2018-09-22","0.2369","1000000","25000000","0.5","5.0E7","No","Yes","Unavailable","USA,only accredited investors.","Unavailable","Unavailable","2018-08-06","2018-08-25","0.284660593","Ethereum","ETH","Yes"
"Dars","Singapore","2019-02-25","2019-07-24","0.07","1000000","17834118","0.6","6.0E8","No","No","Unavailable","USA","Unavailable","Unavailable","2018-10-26","2019-02-24","0.01","EOS",,"No"
"Dubai Token","United Arab Emirates","2019-08-07","2019-12-07","0.02","2000000","50000000","0.45","4.5E8","No","Yes","Unavailable","None","Unavailable","Available","2019-07-06","2019-08-06","0.02","Ethereum","ETH","No"
"HorseChain","United Arab Emirates","2019-06-04","2019-07-14","0.3","4000000","12000000","0.65","1.625E8","No","Yes","Unavailable","China, USA, IRAN, Sumalia, Singapore, Canada","Unavailable","Unavailable","2019-04-21","2019-05-03","0.1","Ethereum","ETH, BTC","Yes"
"Aeternum ICO","Latvia","2018-11-01","2019-05-01","0.0226","560802","3364812","0.9","2.7E10","No","Yes","Unavailable","USA, North Korea","Available","Available","2018-04-02","2018-04-30","0.01212283","Ethereum","ETH","Yes"
"B-mail","Singapore","2018-01-06","2018-01-26","0.992","3376544","30951302","0.35","3.08E7","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-12-22","2018-01-01","0.396952643177","Ethereum","ETH","Yes"
"Boomstarter.Network","Singapore","2018-08-06","2018-10-31","0.8","3000000","20000000","0.75","3.6E7","No","Yes","Unavailable","United States of America, Afghanistan, Burundi, Myanmar, Cote d’Ivoire, Cuba, Democratic Republic of Congo, Democratic Peoples’ Republic of Korea, New Zealand, Iran, Iraq, Liberia, LebaNonen, Libya, Rwanda, Sierra Leone, Somalia, Sudan, Syria, Thailand, Tanzania, Uganda, Zaire, Zimbawe","Unavailable","Available","2018-06-27","2018-07-25","0.6000000238","Ethereum","ETH, BTC","Yes"
"BuddToken","UK","2018-06-26","2018-07-30","0.75","10000000","70000000","0.5","1.0E7","No","Yes","Unavailable","USA, Canada, South Korea, China","Available","Unavailable","2018-06-04","2018-06-25","0.75","Ethereum","ETH, BTC","Yes"
"HiHealth","Switzerland","2018-08-01","2018-10-10","0.009","1219152","3160765","0.6","6.0E8","No","Yes","Unavailable","USA, China, Cuba, Iran, North Korea, Syria, Crimea","Available","Available","2018-04-09","2018-05-31","0.00797052002","Ethereum","ETH","Yes"
"Oasis City","Singapore","2019-01-21","2019-03-20","0.0057","5300000","32100000","0.5","3.0E9","No","Yes","Unavailable","None","Unavailable","Unavailable","2018-11-21","2019-01-20","0.0068350502","Ethereum","ETH","Yes"
"Chain Works","Japan","2018-08-16","2018-08-29","0.0222","752211","46651561","0.3","3.0E9","Yes","Yes","Unavailable","USA, Canada, Hong Kong, China, Taiwan, Japan","Unavailable","Unavailable","2018-06-30","2018-08-15","0.02275899965","Ethereum","ETH","Yes"
"Cryptoriya","UK","2018-07-01","2018-08-14","0.5","418398","6973300","0.7","7.0E7","Yes","No","Unavailable","None","Unavailable","Unavailable","2018-05-15","2018-06-20","0.2681340025","Ethereum","ETH","Yes"
"Elementh","Singapore","2018-04-01","2018-04-30","0.14","6699240","20097720","0.72","2.175E8","No","Yes","Unavailable","None","Available","Unavailable","2018-01-15","2018-02-14","0.0923560974","Ethereum","ETH, BTC","Yes"
"Inbot InToken","Germany","2018-08-08","2018-09-08","0.0116","3486021","44156266","0.45","5.8E9","Yes","Yes","Unavailable","USA","Unavailable","Available","2018-06-07","2018-08-07","0.0117855","Ethereum","ETH","Yes"
"Minter","Saint Kitts and Nevis","2018-09-01","2018-10-31","0.0719","1895282","6317609","0.01","1.0E10","No","Yes","Unavailable","China, USA","Available","Available","2018-09-01","2018-10-31","0.0634","Separate blockchain","BTC, LTC, ETH","Yes"
"P2P solutions foundation","Mauritius","2019-07-28","2019-11-30","0.03","750000","50000000","0.5","5.0E9","Yes","No","Unavailable","None","Available","Available","2017-11-16","2017-12-15","0.0233","Ethereum","BTC, BCH, ETH, LTC","Yes"
"Sahara Chain","United Arab Emirates","2017-10-20","2017-12-29","0.098","1130387","49737070","0.34","2.0E9","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-09-23","2017-10-19","0.0286167999","Ethereum","ETH","Yes"
"Spade Coin","United Arab Emirates","2018-09-01","2018-11-15","1.25","904030","1469048","0.78","9212500.0","Yes","No","Unavailable","USA","Available","Available","2018-08-01","2018-08-15","0.15","Bitcoin","ETH, BTC","Yes"
"BX.BET","Malta","2018-11-19","2018-12-17","0.19","5000000","20000000","0.6","1.2E8","Yes","Yes","Unavailable","Algeria, Bangladesh, Bolivia, Democratic people’s republic of Korea, Ecuador, Ethiopia, Indonesia, Iran, Iraq, Jordan, Kyrgyzstan, Morocco, Nepal, Serbia, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, USA, Vanuatu, Yemen","Available","Available","2018-10-15","2018-10-29","0.19","Ethereum","ETH, BTC, Fiat","Yes"
"Lunes Platform","Brazil","2018-04-01","2018-05-31","0.3","10920000","57800000","0.79","4.5E8","Yes","No","Unavailable","USA","Available","Unavailable","2018-02-25","2018-03-30","0.055","Separate Blockchain","BTC, ETH, LTC","Yes"
"Omnitude","UK","2018-03-28","2018-06-04","0.46","10000000","15700000","0.55","5.5E7","No","Yes","Unavailable","None","Available","Unavailable","2018-01-30","2018-02-16","0.4","Hyperledger","ETH, BTC, WIRE","Yes"
"SecureCryptoPayments","Estonia","2019-04-01","2019-06-01","0.2143","265391","32112343","0.6","1.21E8","No","Yes","Unavailable","USA","Unavailable","Unavailable","2019-01-25","2019-03-01","0.116378342","Ethereum","ETH","Yes"
"SilkChain","Singapore","2018-06-08","2018-08-05","0.02","6978771","38999019","0.25","2.5E9","No","Yes","Unavailable","China, Iran, North Korea","Available","Available","2018-05-07","2018-06-07","0.02","Ethereum","ETH, BTC","Yes"
"The Freedom Coin","Thailand","2018-06-01","2018-06-30","2.875","25000000","10000000","0.26625","6656250.0","No","Yes","Unavailable","USA","Unavailable","Unavailable","2018-05-08","2018-05-31","2.7704460939","X11","BTC","Yes"
"CariOS","Singapore","2018-09-30","2018-10-31","0.0039","2368571","13165312","0.4","4.0E9","No","Yes","Unavailable","USA, China","Available","Unavailable","2018-09-01","2018-09-29","0.004","Ethereum","ETH","Yes"
"RepuX","Poland","2018-03-06","2018-04-05","0.2","1000000","33100000","0.5","5.0E8","Not Specified","Not Specified","Unavailable","None","Available","Unavailable","2017-11-17","2018-03-05","0.1","Ethereum","ETH, BTC, Fiat","Yes"
"Swinca","Switzerland","2019-02-01","2019-03-31","0.6","10000000","75000000","0.35","1.4E8","Yes","Yes","Unavailable","USA, China","Unavailable","Available","2018-11-26","2019-01-25","0.3","PivX","BTC, ETH, Fiat","Yes"
"Time Money","Latvia","2018-09-01","2018-11-30","0.1","240000","14400000","0.55","2.2E8","Yes","No","Unavailable","USA, North Korea, Singapore, China","Unavailable","Unavailable","2018-07-15","2018-08-31","0.07","Ethereum","ETH","Yes"
"Volentix","Georgia","2019-02-28","2019-05-30","0.33","3000000","48500000","0.17","3.64E8","Yes","Yes","Unavailable","USA, China","Available","Available","2018-11-05","2019-02-28","0.17","EOS","BTC, BCH, EOS, ETH","Yes"
"Conjure","USA","2019-06-01","2019-07-01","0.1","1500000","6000000","0.7","7.0E7","Yes","Yes","Unavailable","Singapore, North Korea, China, Iraq, Iran, Syria","Unavailable","Unavailable","2019-04-01","2019-04-30","0.06","NEO","BTC, ETH, LTC, NEO","Yes"
"PlayBets","Ukraine","2018-06-01","2018-06-30","0.0721","1000000","10000000","0.69","2.07E8","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2018-04-01","2018-04-30","0.047450874375","Ethereum","ETH, BTC, BCH, LTC, KICK","Yes"
"Remco","USA","2018-12-01","2019-03-31","0.08","6000000","60000000","0.65","1.3E9","No","Yes","Unavailable","Iran, North Korea","Available","Available","2018-11-01","2018-11-30","0.06","Ethereum","ETH, BTC, BCH, VCASH","Yes"
"THEFANDOME","Switzerland","2018-04-15","2018-08-31","0.3488","10648857","40683636","0.807","832000.0","No","Yes","Unavailable","None","Unavailable","Unavailable","2018-03-03","2018-03-17","281169.792128","Ethereum","ETH, BTC, Fiat","Yes"
"International Science Hub","Russia","2018-09-01","2019-01-01","0.0882","2534749","43696263","0.6","3.0E8","No","No","Unavailable","None","Unavailable","Unavailable","2018-06-01","2018-09-01","0.0842877653731343","Ethereum","ETH","Yes"
"CoinMetro","Hong Kong","2018-02-21","2018-03-31","0.1392","50000000","300000000","0.5","2.5E8","No","No","Unavailable","None","Unavailable","Unavailable","2017-12-11","2018-01-11","0.03530991","Ethereum","BTC, BCH, ETH, LTC","Yes"
"Crestonium","Switzerland","2018-02-21","2018-04-07","0.1402","2000000","55000000","0.73","3.65E8","Yes","No","Unavailable","None","Available","Unavailable","2018-02-14","2018-02-20","0.18989259766","Ethereum","ETH, BTC, LTC, Various","Yes"
"Discoin","Hong Kong","2019-10-01","2019-10-31","0.0182","278862","4461796","0.25","2.5E8","No","Yes","Unavailable","USA, Iran, Iraq, Syria,  North Korea","Unavailable","Available","2019-08-15","2019-09-30","0.013929125","Separate blockchain","BTC, ETH, FIAT & other","Yes"
"PlayChip","Australia","2018-11-21","2018-11-20","0.01","10000000","90000000","0.5","3.75E9","No","Yes","Unavailable","None","Available","Available","2018-06-01","2018-10-31","0.01","Ethereum","BTC, ETH, Fiat","Yes"
"ECOSC.io","Malta","2019-08-16","2019-01-25","0.1","3000000","22500000","0.8","8.0E8","Yes","Yes","Unavailable","USA","Unavailable","Available","2019-04-15","2019-06-15","0.2256088","Ethereum","ETH, BTC","Yes"
"LabStart","France","2018-05-24","2018-06-23","1.546","474519","33600000","0.8","80.0","Yes","Yes","Unavailable","USA","Unavailable","Unavailable","2018-03-25","2018-04-24","1.048573974","Ethereum","ETH","Yes"
"ParcelX","Singapore","2018-08-01","2018-11-01","0.18","7000000","40000000","0.3","3.0E8","Yes","Yes","Unavailable","USA, China, Japan","Unavailable","Unavailable","2018-07-02","2018-07-31","0.12739299198","Ethereum","ETH","Yes"
"DACC","China","2018-06-10","2018-07-07","0.0022","9833200","14749800","0.3","9.0E9","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-06-05","2018-06-10","0.00290144275714286","Ethereum","ETH","Yes"
"Peer Mountain","British Virgin Islands","2018-12-02","2018-12-31","0.0393","2000000","5290052","0.4","3.33E8","Yes","Yes","Unavailable","USA","Available","Available","2018-03-06","2018-12-02","0.0649088571428572","Ethereum","ETH","Yes"
"Provoco","Lithuania","2018-04-01","2018-09-07","0.1695","608168","8688120","0.51","5.1E7","Yes","Yes","Unavailable","None","Unavailable","Unavailable","2018-02-22","2018-03-30","0.564475674305556","Ethereum","ETH","Yes"
"RoBET","Malta","2018-04-20","2018-05-21","8.7","2097665","20976659","0.6","3200000.0","No","Yes","Unavailable","China, Singapore, USA, South Africa","Unavailable","Unavailable","2018-02-01","2018-04-19","13.8238671866667","Ethereum","ETH","Yes"
"TravelNote","Indonesia","2018-11-09","2018-11-21","0.1528","68350","205051","0.4","2000000.0","No","No","Unavailable","None","Unavailable","Unavailable","2018-11-01","2018-11-08","0.1392103958","Ethereum","ETH","Yes"
"Truxir","Tunisia","2019-01-15","2019-03-31","0.4","500000","1800000","0.3333","5.0E10","No","Yes","Unavailable","None","Unavailable","Unavailable","2018-12-15","2019-01-15","0.04","Ethereum","ETH, BTC, LTC, Fiat","Yes"
"Betform","Singapore","2019-01-08","2019-01-31","0.1","1500000","16900000","0.8390000000000001","2.0125E8","Yes","Yes","Available","USA, Singapore","Available","Available","2018-10-01","2018-10-31","0.07","Ethereum","ETH","Yes"
"LeadRex","USA","2018-08-04","2018-11-09","0.1062","52518","2247791","0.8","1.096E8","Yes","Yes","Unavailable","Singapore","Available","Available","2018-05-21","2018-08-03","0.0131","Ethereum","BTC, ETH","Yes"
